lng,lat
-80.205336,26.174962
-80.189921,26.179016
-80.185781,26.195609
-80.183768,26.168788
-80.181727,26.170825
-80.17324,26.176155
-80.199116,26.175273
-80.1992,26.195108
-80.179234,26.175836
-80.32481,26.108236
-80.304567,26.135713
-80.316014,26.115238
-80.309997,26.110626
-80.334653,26.106587
-80.309423,26.108911
-80.333655,26.109569
-80.311553,26.109513
-80.336484,26.111584
-80.17713,26.313358
-80.187741,26.307367
-80.181291,26.330975
-80.172578,26.324152
-80.176648,26.304279
-80.181064,26.33073
-80.170049,26.296543
-80.168073,26.319237
-80.180436,26.323864
-80.187068,26.310907
-80.1665,26.297242
-80.179688,26.30691
-80.26024,26.0618
-80.265806,26.050001
-80.253775,26.05942
-80.260667,26.05414
-80.260049,26.053209
-80.250603,26.057948
-80.266728,26.07459
-80.268385,26.074282
-80.263042,26.064184
-80.273641,26.063949
-80.29498,25.956936
-80.302613,25.968567
-80.305227,25.944632
-80.301721,25.960001
-80.283839,25.958685
-80.285461,25.96381
-80.28654,25.96289
-80.298734,25.9671
-80.285077,25.967485
-80.294567,25.953104
-80.306147,25.967757
-80.284238,25.95802
-80.301782,25.969229
-80.300921,25.970491
-80.300897,25.966016
-80.12184,26.290834
-80.125242,26.279103
-80.119304,26.287582
-80.121172,26.301915
-80.119685,26.296971
-80.128296,26.28694
-80.121054,26.298253
-80.121972,26.284893
-80.108372,26.281487
-80.119624,26.297965
-80.139207,26.300784
-80.13081,26.271797
-80.119247,26.298225
-80.132416,26.210817
-80.314562,26.113992
-80.329997,26.114778
-80.310743,26.105553
-80.297995,26.100689
-80.312299,26.124143
-80.305963,26.121728
-80.320565,26.135376
-80.324034,26.124997
-80.330233,26.112548
-80.305721,26.098265
-80.319216,26.109649
-80.305005,26.133938
-80.313556,26.118368
-80.325989,26.118376
-80.306114,26.130783
-80.309959,26.10528
-80.17086,25.986538
-80.175666,25.99047
-80.18243,26.003056
-80.158811,25.976239
-80.152752,26.000166
-80.159698,25.973359
-80.18429,25.973636
-80.163383,25.99471
-80.175517,25.982494
-80.168832,26.00358
-80.176562,25.992124
-80.162277,25.996255
-80.180659,25.97714
-80.20448,26.088974
-80.211089,26.11086
-80.183544,26.071494
-80.198317,26.088208
-80.219509,26.082253
-80.219527,26.083678
-80.221495,26.10188
-80.207031,26.083055
-80.177967,26.091826
-80.222837,26.101006
-80.20308,26.094239
-80.185306,26.103106
-80.194728,26.082744
-80.209366,26.062914
-80.200197,26.063698
-80.224481,26.07505
-80.20421,26.053003
-80.205203,26.071858
-80.213369,26.065419
-80.20327,26.061375
-80.233058,26.074094
-80.191046,26.047686
-80.218744,26.057357
-80.20507,26.058856
-80.203242,26.054001
-80.22567,26.057943
-80.214101,26.085657
-80.225843,26.068547
-80.201585,26.065586
-80.23553,26.065657
-80.233594,26.064399
-80.238156,26.078066
-80.234448,26.059627
-80.228656,26.082273
-80.236846,26.084647
-80.250342,26.067888
-80.229235,26.071744
-80.250106,26.055637
-80.232933,26.064832
-80.22828,26.083056
-80.240286,26.068666
-80.230821,26.064192
-80.218159,26.084299
-80.234408,26.061366
-80.25614,26.061678
-80.256755,26.056489
-80.256355,26.069109
-80.240834,26.059097
-80.249028,26.06765
-80.260455,26.059816
-80.248655,26.070648
-80.26114,26.055628
-80.237441,26.08555
-80.278592,26.074481
-80.25194,26.069401
-80.245027,26.05522
-80.255799,26.069451
-80.26801,26.058429
-80.246788,26.079191
-80.14659,26.209845
-80.139139,26.200489
-80.132673,26.198002
-80.148357,26.215932
-80.151356,26.239191
-80.143985,26.217274
-80.150931,26.205724
-80.153719,26.230787
-80.133328,26.20281
-80.156605,26.20657
-80.144217,26.219046
-80.130141,26.188189
-80.157963,26.199432
-80.134958,26.211567
-80.147509,26.214075
-80.319973,26.113387
-80.329641,26.124272
-80.317805,26.108012
-80.318543,26.114094
-80.319582,26.109384
-80.310959,26.130772
-80.323394,26.112073
-80.316315,26.104344
-80.325528,26.12971
-80.33089,26.095478
-80.316004,26.106918
-80.35913,26.103971
-80.324657,26.106861
-80.326,26.107399
-80.315854,26.127644
-80.31672,26.116216
-80.17137,26.047699
-80.145396,26.044876
-80.176534,26.052839
-80.172143,26.038672
-80.171796,26.045218
-80.159172,26.036667
-80.169116,26.02896
-80.171934,26.043457
-80.172955,26.046508
-80.158002,26.052964
-80.166963,26.046731
-80.174134,26.030218
-80.170224,26.053841
-80.149136,26.040214
-80.156165,26.03524
-80.175188,26.060939
-80.3051,26.11144
-80.300403,26.11689
-80.304581,26.107658
-80.303438,26.092336
-80.288145,26.101873
-80.310287,26.113745
-80.310934,26.109548
-80.321461,26.127032
-80.294174,26.093434
-80.299749,26.096918
-80.300481,26.114311
-80.315243,26.098275
-80.30886,26.122488
-80.303004,26.117837
-80.17163,26.062607
-80.173679,26.056399
-80.184737,26.068798
-80.170397,26.05581
-80.164589,26.079296
-80.168118,26.061408
-80.17536,26.063182
-80.173466,26.042661
-80.158973,26.053953
-80.161487,26.037749
-80.166059,26.058443
-80.185012,26.069526
-80.197722,26.076438
-80.180587,26.046311
-80.180996,26.04173
-80.176236,26.066446
-80.18125,26.16545
-80.179855,26.169448
-80.191062,26.158104
-80.175104,26.16341
-80.182524,26.151307
-80.177247,26.146191
-80.185426,26.167179
-80.189838,26.162385
-80.171612,26.15749
-80.170222,26.164423
-80.166885,26.161824
-80.185767,26.178416
-80.186231,26.161303
-80.177823,26.177829
-80.187201,26.157862
-80.328705,26.114334
-80.337451,26.119942
-80.347384,26.124041
-80.324662,26.11431
-80.32503,26.115592
-80.312716,26.118652
-80.305518,26.106701
-80.315212,26.106865
-80.325352,26.128783
-80.318446,26.12444
-80.327662,26.126451
-80.330036,26.107814
-80.334529,26.124869
-80.321476,26.123833
-80.325488,26.123106
-80.339633,26.11193
-80.20058,26.1952
-80.199416,26.189979
-80.179493,26.21479
-80.195635,26.198005
-80.215856,26.180441
-80.202288,26.202202
-80.2202,26.191683
-80.193259,26.204106
-80.208842,26.191446
-80.201584,26.195814
-80.196236,26.207706
-80.197543,26.198473
-80.214902,26.208786
-80.207414,26.19325
-80.210714,26.193814
-80.208834,26.046498
-80.204593,26.038903
-80.212914,26.051851
-80.205231,26.040645
-80.203137,26.046564
-80.212598,26.041497
-80.218748,26.056029
-80.213204,26.028632
-80.211755,26.048411
-80.202346,26.045017
-80.208573,26.035932
-80.199289,26.047746
-80.216366,26.042628
-80.204318,26.057021
-80.20057,26.027062
-80.203177,26.049143
-80.323748,26.112316
-80.318369,26.100254
-80.344945,26.10528
-80.315456,26.11814
-80.310943,26.118508
-80.316152,26.128908
-80.306928,26.122426
-80.31735,26.104685
-80.343747,26.113278
-80.334357,26.116138
-80.310153,26.117744
-80.326469,26.100138
-80.334681,26.104871
-80.344946,26.108702
-80.20684,26.26142
-80.207927,26.264195
-80.189128,26.259897
-80.202936,26.266272
-80.216839,26.262118
-80.205742,26.283153
-80.206612,26.276523
-80.20827,26.283182
-80.192574,26.271257
-80.187099,26.262549
-80.20544,26.263388
-80.203958,26.263448
-80.219013,26.270608
-80.196555,26.258318
-80.215322,26.264633
-80.204333,26.253416
-80.1269,26.292318
-80.116691,26.28096
-80.131833,26.290745
-80.140183,26.303828
-80.129692,26.281068
-80.132178,26.296598
-80.135521,26.308598
-80.132728,26.28521
-80.120539,26.271645
-80.127622,26.272111
-80.142671,26.291445
-80.112412,26.306327
-80.124705,26.288983
-80.11925,26.290153
-80.13265,26.204062
-80.149695,26.204894
-80.129333,26.203798
-80.131236,26.202048
-80.125831,26.201606
-80.139728,26.193936
-80.117906,26.215681
-80.13417,26.203111
-80.149451,26.214099
-80.134729,26.210304
-80.118696,26.205238
-80.127802,26.208458
-80.150864,26.195079
-80.114868,26.209308
-80.126958,26.220708
-80.18429,26.315907
-80.171967,26.296642
-80.180906,26.316576
-80.17939,26.289617
-80.184469,26.328001
-80.19414,26.309287
-80.191351,26.326231
-80.193127,26.324737
-80.188932,26.311435
-80.1742,26.30732
-80.173599,26.312825
-80.170435,26.313815
-80.178178,26.317259
-80.172141,26.313231
-80.21861,26.083055
-80.214163,26.078287
-80.229466,26.090032
-80.219832,26.060065
-80.222165,26.094793
-80.220337,26.089609
-80.225249,26.071148
-80.223898,26.10344
-80.216892,26.08236
-80.215323,26.094204
-80.211821,26.11224
-80.220393,26.075958
-80.212065,26.084565
-80.214473,26.052995
-80.222864,26.072434
-80.16487,26.244568
-80.170565,26.245615
-80.155248,26.236018
-80.170173,26.239082
-80.163132,26.252154
-80.167314,26.24543
-80.157758,26.252727
-80.138085,26.245442
-80.165896,26.238954
-80.173939,26.259908
-80.17026,26.245957
-80.170214,26.27129
-80.171082,26.255602
-80.143611,26.230014
-80.164681,26.233253
-80.114265,26.267836
-80.123887,26.253892
-80.118096,26.280416
-80.114213,26.294243
-80.106939,26.27752
-80.099411,26.255036
-80.112286,26.269309
-80.113478,26.263801
-80.122405,26.254343
-80.112838,26.258581
-80.11148,26.248228
-80.110061,26.261366
-80.100075,26.278805
-80.125736,26.27162
-80.10873,26.243072
-80.1693,25.984907
-80.1577,25.973137
-80.160331,25.981442
-80.181477,25.975451
-80.176438,25.998797
-80.165686,25.965242
-80.182805,25.978621
-80.180067,25.971329
-80.179672,25.997935
-80.16422,25.991932
-80.168735,25.976456
-80.175718,25.980675
-80.158424,25.979486
-80.153839,25.977745
-80.155975,25.969696
-80.185764,25.979595
-80.17837,25.972207
-80.163535,25.968653
-80.146641,25.989054
-80.154032,25.979375
-80.168795,25.96681
-80.152526,25.992936
-80.165344,25.971627
-80.170227,25.980421
-80.157514,25.96826
-80.162754,25.999073
-80.211464,26.00507
-80.191876,26.01663
-80.211654,25.996346
-80.218659,26.006242
-80.201603,26.01183
-80.207932,25.992002
-80.212254,26.003978
-80.19534,25.998541
-80.199334,26.002146
-80.209721,26.007724
-80.205386,25.997851
-80.211627,26.013228
-80.207573,26.006639
-80.203392,26.020561
-80.15617,26.059626
-80.156917,26.052888
-80.158913,26.053917
-80.153908,26.06031
-80.150538,26.064894
-80.144888,26.052184
-80.167015,26.063976
-80.150668,26.052543
-80.169564,26.059923
-80.149176,26.062316
-80.16775,26.056575
-80.156285,26.059026
-80.140748,26.06786
-80.154581,26.056412
-80.1773,25.998697
-80.198346,25.985967
-80.171286,26.021557
-80.188398,25.996249
-80.173376,26.004235
-80.182797,26.004571
-80.166749,26.007039
-80.192197,25.993958
-80.184005,26.015934
-80.173603,26.001132
-80.170659,26.000805
-80.177969,26.001273
-80.182289,26.010105
-80.188894,26.010714
-80.175814,25.997172
-80.288631,26.107564
-80.308641,26.124149
-80.297547,26.109943
-80.306063,26.125342
-80.302902,26.119573
-80.284536,26.109537
-80.297548,26.104856
-80.275109,26.098073
-80.282348,26.121801
-80.295228,26.121325
-80.289028,26.107931
-80.279244,26.101992
-80.286049,26.108919
-80.295659,26.100219
-80.167196,25.984802
-80.171049,25.991199
-80.170185,25.99172
-80.165966,26.005732
-80.167796,25.986825
-80.156464,25.968919
-80.175786,25.969194
-80.15535,25.972257
-80.155872,25.972061
-80.161438,25.979314
-80.164122,25.994279
-80.179851,25.978741
-80.159532,25.97744
-80.166569,25.968601
-80.171376,25.989094
-80.17471,25.98476
-80.173622,25.982249
-80.178185,25.990125
-80.174811,25.980417
-80.179527,25.999226
-80.168676,25.993685
-80.153435,25.979423
-80.170376,25.982011
-80.163217,25.978569
-80.169625,25.991498
-80.173726,25.961084
-80.152413,25.993624
-80.191589,25.968135
-80.179698,25.963679
-80.161044,25.981993
-80.121864,26.324068
-80.108849,26.3426
-80.105153,26.318612
-80.108152,26.321955
-80.136086,26.329071
-80.112579,26.340112
-80.12729,26.315577
-80.147025,26.342555
-80.110511,26.329397
-80.132928,26.310159
-80.134437,26.309141
-80.139029,26.316609
-80.125121,26.318157
-80.108707,26.343349
-80.136349,26.309014
-80.143994,25.992638
-80.114028,25.993063
-80.171616,25.997397
-80.14676,25.99436
-80.14782,26.015792
-80.141308,25.993322
-80.139692,25.994016
-80.152907,25.989754
-80.139835,25.978303
-80.161193,25.996514
-80.152554,25.998198
-80.128837,25.998116
-80.13465,25.998847
-80.154382,26.002677
-80.128735,25.984901
-80.145815,25.998229
-80.208255,26.028627
-80.202209,26.01358
-80.212691,26.036454
-80.208529,26.021956
-80.216391,26.032687
-80.204361,26.020974
-80.211667,26.027927
-80.189083,26.040731
-80.203594,26.029311
-80.211309,26.031862
-80.215519,26.041138
-80.234904,26.024188
-80.206014,26.033224
-80.216097,26.039294
-80.205931,26.040032
-80.210236,26.062885
-80.203901,26.065938
-80.183449,26.075811
-80.222963,26.07543
-80.218664,26.065454
-80.207302,26.056846
-80.21477,26.048558
-80.205319,26.070795
-80.223984,26.066666
-80.20944,26.057268
-80.201685,26.060433
-80.220337,26.063602
-80.213651,26.05523
-80.230448,26.056082
-80.218573,26.060047
-80.176636,26.313435
-80.182304,26.326776
-80.162762,26.320166
-80.174299,26.295034
-80.170861,26.309382
-80.155077,26.336304
-80.180333,26.321622
-80.179581,26.306234
-80.189799,26.307842
-80.171942,26.309817
-80.181501,26.310386
-80.184159,26.3036
-80.170105,26.333425
-80.190433,26.323194
-80.202435,26.317268
-80.15987,26.328746
-80.12708,26.324429
-80.136533,26.331095
-80.1266,26.333234
-80.126059,26.33453
-80.138786,26.313946
-80.12034,26.318587
-80.129056,26.33248
-80.114349,26.331767
-80.120113,26.332973
-80.132821,26.315704
-80.112762,26.332754
-80.115477,26.328376
-80.118047,26.331668
-80.118306,26.299788
-80.130917,26.315354
-80.141773,26.339837
-80.115648,26.288442
-80.104488,26.287106
-80.132483,26.285222
-80.123031,26.274809
-80.139246,26.282105
-80.113713,26.286705
-80.116845,26.284849
-80.122606,26.270233
-80.124518,26.279986
-80.12426,26.27748
-80.133327,26.291796
-80.129866,26.287665
-80.110814,26.282946
-80.113451,26.277972
-80.104507,26.278285
-80.110427,26.265795
-80.20257,26.317616
-80.188907,26.305463
-80.21232,26.312771
-80.2274,26.313309
-80.206402,26.320514
-80.196898,26.326959
-80.211387,26.327222
-80.205333,26.327753
-80.201622,26.31714
-80.20175,26.316133
-80.191264,26.319167
-80.217591,26.322113
-80.190133,26.307574
-80.188016,26.324356
-80.197122,26.317086
-80.211761,26.299848
-80.208855,26.043104
-80.21497,26.051731
-80.208092,26.030257
-80.204455,26.045411
-80.202664,26.039095
-80.205291,26.042207
-80.201196,26.029118
-80.206591,26.037506
-80.21298,26.052691
-80.198255,26.06616
-80.208352,26.050049
-80.209655,26.024578
-80.220464,26.038426
-80.200815,26.047277
-80.216513,26.036211
-80.199157,26.261666
-80.178547,26.243196
-80.199762,26.267085
-80.186306,26.242329
-80.1963,26.269755
-80.198426,26.264132
-80.180818,26.273704
-80.211191,26.268449
-80.20413,26.274553
-80.214862,26.25572
-80.196387,26.245776
-80.194853,26.241613
-80.193823,26.281955
-80.188528,26.273
-80.212043,26.269297
-80.184859,26.266928
-80.17463,26.12158
-80.184427,26.106682
-80.17326,26.132741
